Time,Signal
0.000308333333333,0.8397905987785499
0.000516666666667,0.8523153583838179
0.000725,0.8459372253267511
0.000933333333333,0.8447736798436154
0.001141666666667,0.8458246425506725
0.00135,0.8412680234813362
0.001558333333333,0.8514626283300349
0.001766666666667,0.8426600807234796
0.001975,0.8481870181854004
0.002183333333333,0.8535806618117162
0.002391666666667,0.8457713428611572
0.0026,0.8447705650301846
0.002808333333333,0.8444645431476648
0.003016666666667,0.8494687215554315
0.003225,0.8522667910279391
0.003433333333333,0.8516561733826767
0.003641666666667,0.8467108214329838
0.00385,0.842242106761273
0.004058333333333,0.8574854275542352
0.004266666666667,0.846916763737986
0.004475,0.8429464958761181
0.004683333333333,0.8522069619946235
0.004891666666667,0.8444221115351025
0.0051,0.8527981142707745
0.005308333333333,0.8407546858261707
0.005516666666667,0.8527576058782993
0.005725,0.8471907654869762
0.005933333333333,0.8484774681163108
0.006141666666667,0.8446552759564262
0.00635,0.8539657512259361
0.006558333333333,0.8442189352459579
0.006766666666667,0.8432961951760284
0.006975,0.8478936434685345
0.007183333333333,0.8455693214270292
0.007391666666667,0.8437575064004997
0.0076,0.8430077149114767
0.007808333333333,0.8471925339050705
0.008016666666667,0.8478249464799903
0.008225,0.8426833138052207
0.008433333333333,0.8629307365485421
0.008641666666667,0.8451143412819744
0.00885,0.8493468613124587
0.009058333333333,0.8553325861020038
0.009266666666667,0.8488606903587051
0.009475,0.8549375277817928
0.009683333333333,0.8473185575638394
0.009891666666667,0.854320178344968
0.0101,0.8466414308772175
0.010308333333333,0.841228203379541
0.010516666666667,0.8572713529293404
0.010725,0.8425453416058089
0.010933333333333,0.8513411709618314
0.011141666666667,0.8589532122471224
0.01135,0.8416401463507949
0.011558333333333,0.855696582755878
0.011766666666667,0.8516884626626561
0.011975,0.8440968022238752
0.012183333333333,0.8543089719657718
0.012391666666667,0.847646453645303
0.0126,0.8499818983110834
0.012808333333333,0.8475217702373262
0.013016666666667,0.8495161679244289
0.013225,0.859957755609896
0.013433333333333,0.8541035728345454
0.013641666666667,0.8505839203118162
0.01385,0.8475623605116424
0.014058333333333,0.8427503099938718
0.014266666666667,0.8429366060979825
0.014475,0.8602104748151261
0.014683333333333,0.8478846751766894
0.014891666666667,0.8420545570813366
0.0151,0.849868528129659
0.015308333333333,0.847150524603172
0.015516666666667,0.84791213268106
0.015725,0.8520801242163583
0.015933333333333,0.8324435809978465
0.016141666666667,0.852259222466796
0.01635,0.8401062118380881
0.016558333333333,0.8486254545312883
0.016766666666667,0.846709136721534
0.016975,0.8429943038982272
0.017183333333333,0.8451669569691317
0.017391666666667,0.8530002866460609
0.0176,0.852373466213621
0.017808333333333,0.8418676835647378
0.018016666666667,0.8540973977842907
0.018225,0.8463672995886767
0.018433333333333,0.8371419541444316
0.018641666666667,0.8372485642277118
0.01885,0.8533930438713943
0.019058333333333,0.8473727280771931
0.019266666666667,0.8411437671242119
0.019475,0.8456283879424066
0.019683333333333,0.8421164742844143
0.019891666666667,0.8463434852853795
0.0201,0.8445512231248492
0.020308333333333,0.8416515895810311
0.020516666666667,0.842637797778691
0.020725,0.8461898663613908
0.020933333333333,0.8546754295633772
0.021141666666667,0.852282026687524
0.02135,0.848787377036195
0.021558333333333,0.8515936005936237
0.021766666666667,0.8525486633344337
0.021975,0.8412464553555258
0.022183333333333,0.8431049499476745
0.022391666666667,0.8548173101935429
0.0226,0.8480971292290291
0.022808333333333,0.8531748253721135
0.023016666666667,0.8462473830441043
0.023225,0.8495496414651346
0.023433333333333,0.847618983293216
0.023641666666667,0.8545401873872204
0.02385,0.8507634091941942
0.024058333333333,0.852915810765041
0.024266666666667,0.8512649173393694
0.024475,0.8491027520425862
0.024683333333333,0.8466430627261948
